width 1600
height 1200

1464	1162
1462	1164
1462	1192
1464	1194
1588	1194
1590	1192
1590	1191
1591	1190
1592	1190
1594	1188
1594	1172
1592	1170
1591	1170
1590	1169
1590	1168
1588	1166
1475	1166
1474	1165
1474	1164
1472	1162

1	778
1	862
37	862
38	863
38	864
40	866
56	866
58	864
58	863
59	862
96	862
97	861
99	861
100	862
129	862
130	863
130	864
132	866
548	866
549	865
551	865
552	866
576	866
578	864
578	862
579	861
580	862
581	862
582	863
582	864
584	866
625	866
626	867
626	868
628	870
708	870
710	868
710	867
711	866
716	866
718	864
718	858
719	857
720	858
721	858
722	859
722	860
724	862
741	862
742	863
742	864
744	866
756	866
757	865
759	865
760	866
761	866
762	867
762	868
764	870
968	870
969	869
971	869
972	870
1085	870
1086	871
1086	872
1088	874
1120	874
1122	872
1122	871
1123	870
1125	870
1126	871
1126	872
1128	874
1140	874
1141	873
1143	873
1144	874
1168	874
1170	872
1170	871
1171	870
1180	870
1181	869
1183	869
1184	870
1185	870
1186	871
1186	872
1188	874
1204	874
1206	872
1206	871
1207	870
1209	870
1210	871
1210	872
1212	874
1280	874
1282	872
1282	863
1283	862
1284	862
1285	861
1286	862
1286	868
1288	870
1289	870
1290	871
1290	872
1292	874
1304	874
1306	872
1306	871
1307	870
1308	870
1309	869
1311	869
1312	870
1313	870
1314	871
1314	872
1316	874
1328	874
1330	872
1330	871
1331	870
1333	870
1334	871
1334	872
1336	874
1348	874
1349	873
1351	873
1352	874
1384	874
1386	872
1386	871
1387	870
1388	870
1389	869
1391	869
1392	870
1393	870
1394	871
1394	872
1396	874
1432	874
1433	873
1435	873
1436	874
1448	874
1450	872
1450	866
1451	865
1452	866
1464	866
1466	864
1466	863
1467	862
1468	862
1470	860
1470	859
1471	858
1473	858
1474	859
1474	860
1476	862
1477	862
1478	863
1478	872
1480	874
1520	874
1522	872
1522	867
1523	866
1524	866
1526	864
1526	863
1527	862
1529	862
1530	863
1530	872
1532	874
1544	874
1546	872
1546	855
1547	854
1548	854
1549	853
1550	854
1550	860
1552	862
1564	862
1566	860
1566	859
1567	858
1569	858
1570	859
1570	872
1572	874
1598	874
1598	790
1431	790
1430	789
1430	788
1428	786
1003	786
1002	785
1002	784
1000	782
247	782
246	781
246	780
244	778
228	778
226	780
226	781
225	782
127	782
126	781
126	780
124	778

20	614
18	616
18	617
17	618
1	618
1	702
4	702
6	700
6	699
7	698
8	698
10	696
10	694
11	693
12	694
13	694
14	695
14	696
16	698
17	698
18	699
18	700
20	702
36	702
38	700
38	699
39	698
40	698
41	697
42	698
42	700
44	702
104	702
105	701
107	701
108	702
176	702
177	701
179	701
180	702
224	702
226	700
226	699
227	698
248	698
250	696
250	695
251	694
252	694
253	693
254	694
254	700
256	702
313	702
314	703
314	704
316	706
328	706
330	704
330	703
331	702
365	702
366	703
366	704
368	706
416	706
418	704
418	703
419	702
425	702
426	703
426	704
428	706
536	706
537	705
539	705
540	706
552	706
553	705
555	705
556	706
568	706
570	704
570	703
571	702
573	702
574	703
574	704
576	706
608	706
610	704
610	703
611	702
629	702
630	703
630	704
632	706
644	706
646	704
646	703
647	702
664	702
665	701
667	701
668	702
669	702
670	703
670	704
672	706
696	706
698	704
698	703
699	702
725	702
726	703
726	704
728	706
729	706
730	707
730	708
732	710
752	710
754	708
754	707
755	706
772	706
774	704
774	703
775	702
796	702
798	700
798	679
799	678
801	678
802	679
802	684
804	686
805	686
806	687
806	692
808	694
809	694
810	695
810	700
812	702
813	702
814	703
814	704
816	706
845	706
846	707
846	708
848	710
860	710
862	708
862	707
863	706
929	706
930	707
930	708
932	710
948	710
950	708
950	707
951	706
984	706
986	704
986	703
987	702
988	702
990	700
990	699
991	698
992	698
994	696
994	695
995	694
1001	694
1002	695
1002	696
1004	698
1005	698
1006	699
1006	704
1008	706
1036	706
1037	705
1039	705
1040	706
1072	706
1073	705
1075	705
1076	706
1092	706
1094	704
1094	703
1095	702
1105	702
1106	703
1106	704
1108	706
1109	706
1110	707
1110	708
1112	710
1368	710
1370	708
1370	706
1371	705
1372	706
1373	706
1374	707
1374	708
1376	710
1401	710
1402	711
1402	712
1404	714
1416	714
1418	712
1418	711
1419	710
1500	710
1502	708
1502	699
1503	698
1533	698
1534	699
1534	708
1536	710
1537	710
1538	711
1538	712
1540	714
1560	714
1562	712
1562	711
1563	710
1573	710
1574	711
1574	712
1576	714
1598	714
1598	626
1587	626
1586	625
1586	624
1584	622
1151	622
1150	621
1150	620
1148	618
711	618
710	617
710	616
708	614
580	614
578	616
578	617
577	618
531	618
530	617
530	616
528	614
484	614
482	616
482	617
481	618
252	618
250	620
250	621
249	622
248	622
247	623
245	623
244	622
243	622
242	621
242	620
240	618
163	618
162	617
162	616
160	614
36	614
35	615
33	615
32	614

1500	526
1498	528
1498	540
1500	542
1508	542
1510	540
1510	528
1508	526

1464	514
1462	516
1462	528
1464	530
1472	530
1474	528
1474	516
1472	514

1488	462
1486	464
1486	469
1485	470
1484	470
1482	472
1482	496
1484	498
1492	498
1494	496
1494	491
1495	490
1496	490
1498	488
1498	487
1499	486
1500	486
1501	485
1502	486
1502	508
1504	510
1516	510
1518	508
1518	507
1519	506
1521	506
1522	507
1522	508
1524	510
